20140529T000000,14.84
20140529T000100,14.84
20140529T000200,14.83
20140529T000300,14.82
20140529T000400,14.81
20140529T000500,14.82
20140529T000600,14.84
20140529T000700,14.86
20140529T000800,14.87
20140529T000900,14.90
20140529T001000,14.91
20140529T001100,14.93
20140529T001200,14.95
20140529T001300,14.95
20140529T001400,14.94
20140529T001500,14.92
20140529T001600,14.92
20140529T001700,14.91
20140529T001800,14.93
20140529T001900,14.93
20140529T002000,14.95
20140529T002100,14.96
20140529T002200,14.95
20140529T002300,14.96
20140529T002400,14.94
20140529T002500,14.95
20140529T002600,14.96
20140529T002700,14.96
20140529T002800,14.97
20140529T002900,14.99
20140529T003000,14.99
20140529T003100,14.97
20140529T003200,14.98
20140529T003300,14.98
20140529T003400,14.95
20140529T003500,14.94
20140529T003600,14.93
20140529T003700,14.93
20140529T003800,14.95
20140529T003900,14.93
20140529T004000,14.95
20140529T004100,14.94
20140529T004200,14.95
20140529T004300,14.93
20140529T004400,14.93
20140529T004500,14.95
20140529T004600,14.97
20140529T004700,15.00
20140529T004800,15.01
20140529T004900,15.01
20140529T005000,15.00
20140529T005100,15.01
20140529T005200,15.01
20140529T005300,14.99
20140529T005400,15.00
20140529T005500,15.02
20140529T005600,15.01
20140529T005700,14.99
20140529T005800,15.01
20140529T005900,15.02
20140529T010000,15.03
20140529T010100,15.04
20140529T010200,15.05
20140529T010300,15.07
20140529T010400,15.05
20140529T010500,15.03
20140529T010600,15.01
20140529T010700,15.03
20140529T010800,15.02
20140529T010900,15.04
20140529T011000,15.03
20140529T011100,15.04
20140529T011200,15.06
20140529T011300,15.05
20140529T011400,15.03
20140529T011500,15.03
20140529T011600,15.06
20140529T011700,15.03
20140529T011800,15.05
20140529T011900,15.04
20140529T012000,15.06
20140529T012100,15.06
20140529T012200,15.08
20140529T012300,15.05
20140529T012400,15.06
20140529T012500,15.06
20140529T012600,15.05
20140529T012700,15.06
20140529T012800,15.08
20140529T012900,15.07
20140529T013000,15.06
20140529T013100,15.07
20140529T013200,15.07
20140529T013300,15.09
20140529T013400,15.09
20140529T013500,15.08
20140529T013600,15.11
20140529T013700,15.09
20140529T013800,15.10
20140529T013900,15.10
20140529T014000,15.10
20140529T014100,15.09
20140529T014200,15.07
20140529T014300,15.09
20140529T014400,15.08
20140529T014500,15.08
20140529T014600,15.10
20140529T014700,15.08
20140529T014800,15.09
20140529T014900,15.09
20140529T015000,15.07
20140529T015100,15.08
20140529T015200,15.06
20140529T015300,15.05
20140529T015400,15.03
20140529T015500,15.03
20140529T015600,15.04
20140529T015700,15.05
20140529T015800,15.03
20140529T015900,15.05
20140529T020000,15.05
20140529T020100,15.06
20140529T020200,15.05
20140529T020300,15.04
20140529T020400,15.04
20140529T020500,15.05
20140529T020600,15.07
20140529T020700,15.04
20140529T020800,15.04
20140529T020900,15.04
20140529T021000,15.06
20140529T021100,15.04
20140529T021200,15.06
20140529T021300,15.05
20140529T021400,15.03
20140529T021500,15.04
20140529T021600,15.04
20140529T021700,15.04
20140529T021800,15.05
20140529T021900,15.05
20140529T022000,15.06
20140529T022100,15.06
20140529T022200,15.04
20140529T022300,15.03
20140529T022400,15.04
20140529T022500,15.02
20140529T022600,15.01
20140529T022700,15.03
20140529T022800,15.05
20140529T022900,15.06
20140529T023000,15.05
20140529T023100,15.03
20140529T023200,15.03
20140529T023300,15.02
20140529T023400,15.02
20140529T023500,15.04
20140529T023600,15.06
20140529T023700,15.03
20140529T023800,15.06
20140529T023900,15.03
20140529T024000,15.01
20140529T024100,15.01
20140529T024200,14.99
20140529T024300,14.99
20140529T024400,14.96
20140529T024500,14.98
20140529T024600,15.00
20140529T024700,15.02
20140529T024800,15.03
20140529T024900,15.00
20140529T025000,15.00
20140529T025100,14.98
20140529T025200,14.99
20140529T025300,14.99
20140529T025400,14.97
20140529T025500,14.96
20140529T025600,14.95
20140529T025700,14.97
20140529T025800,14.96
20140529T025900,14.98
20140529T030000,15.00
20140529T030100,15.02
20140529T030200,15.03
20140529T030300,15.04
20140529T030400,15.04
20140529T030500,15.02
20140529T030600,15.04
20140529T030700,15.02
20140529T030800,15.02
20140529T030900,15.03
20140529T031000,15.03
20140529T031100,15.01
20140529T031200,15.00
20140529T031300,14.98
20140529T031400,15.00
20140529T031500,14.98
20140529T031600,15.00
20140529T031700,14.97
20140529T031800,15.00
20140529T031900,14.98
20140529T032000,14.99
20140529T032100,14.98
20140529T032200,14.97
20140529T032300,14.98
20140529T032400,14.99
20140529T032500,15.01
20140529T032600,15.03
20140529T032700,15.02
20140529T032800,15.04
20140529T032900,15.01
20140529T033000,15.01
20140529T033100,15.02
20140529T033200,15.03
20140529T033300,15.04
20140529T033400,15.06
20140529T033500,15.06
20140529T033600,15.07
20140529T033700,15.08
20140529T033800,15.07
20140529T033900,15.05
20140529T034000,15.05
20140529T034100,15.05
20140529T034200,15.04
20140529T034300,15.03
20140529T034400,15.01
20140529T034500,15.02
20140529T034600,14.99
20140529T034700,14.99
20140529T034800,14.99
20140529T034900,15.01
20140529T035000,15.01
20140529T035100,14.99
20140529T035200,14.97
20140529T035300,14.97
20140529T035400,15.00
20140529T035500,15.02
20140529T035600,14.99
20140529T035700,14.99
20140529T035800,14.98
20140529T035900,15.01
20140529T040000,15.02
20140529T040100,15.05
20140529T040200,15.06
20140529T040300,15.09
20140529T040400,15.08
20140529T040500,15.09
20140529T040600,15.09
20140529T040700,15.12
20140529T040800,15.11
20140529T040900,15.08
20140529T041000,15.07
20140529T041100,15.06
20140529T041200,15.08
20140529T041300,15.10
20140529T041400,15.11
20140529T041500,15.10
20140529T041600,15.10
20140529T041700,15.11
20140529T041800,15.12
20140529T041900,15.11
20140529T042000,15.13
20140529T042100,15.12
20140529T042200,15.13
20140529T042300,15.13
20140529T042400,15.14
20140529T042500,15.15
20140529T042600,15.13
20140529T042700,15.15
20140529T042800,15.18
20140529T042900,15.18
20140529T043000,15.18
20140529T043100,15.20
20140529T043200,15.18
20140529T043300,15.16
20140529T043400,15.15
20140529T043500,15.14
20140529T043600,15.16
20140529T043700,15.17
20140529T043800,15.17
20140529T043900,15.15
20140529T044000,15.13
20140529T044100,15.14
20140529T044200,15.13
20140529T044300,15.14
20140529T044400,15.16
20140529T044500,15.15
20140529T044600,15.13
20140529T044700,15.12
20140529T044800,15.11
20140529T044900,15.11
20140529T045000,15.12
20140529T045100,15.13
20140529T045200,15.15
20140529T045300,15.16
20140529T045400,15.14
20140529T045500,15.14
20140529T045600,15.14
20140529T045700,15.15
20140529T045800,15.13
20140529T045900,15.12
20140529T050000,15.13
20140529T050100,15.12
20140529T050200,15.12
20140529T050300,15.11
20140529T050400,15.14
20140529T050500,15.15
20140529T050600,15.15
20140529T050700,15.15
20140529T050800,15.14
20140529T050900,15.17
20140529T051000,15.18
20140529T051100,15.17
20140529T051200,15.18
20140529T051300,15.18
20140529T051400,15.20
20140529T051500,15.18
20140529T051600,15.20
20140529T051700,15.22
20140529T051800,15.22
20140529T051900,15.24
20140529T052000,15.26
20140529T052100,15.26
20140529T052200,15.26
20140529T052300,15.27
20140529T052400,15.29
20140529T052500,15.30
20140529T052600,15.31
20140529T052700,15.29
20140529T052800,15.26
20140529T052900,15.25
20140529T053000,15.23
20140529T053100,15.23
20140529T053200,15.24
20140529T053300,15.24
20140529T053400,15.23
20140529T053500,15.25
20140529T053600,15.23
20140529T053700,15.21
20140529T053800,15.21
20140529T053900,15.19
20140529T054000,15.20
20140529T054100,15.18
20140529T054200,15.18
20140529T054300,15.17
20140529T054400,15.18
20140529T054500,15.17
20140529T054600,15.16
20140529T054700,15.16
20140529T054800,15.15
20140529T054900,15.15
20140529T055000,15.15
20140529T055100,15.15
20140529T055200,15.14
20140529T055300,15.12
20140529T055400,15.14
20140529T055500,15.13
20140529T055600,15.12
20140529T055700,15.11
20140529T055800,15.09
20140529T055900,15.10
20140529T060000,15.10
20140529T060100,15.09
20140529T060200,15.10
20140529T060300,15.11
20140529T060400,15.09
20140529T060500,15.11
20140529T060600,15.12
20140529T060700,15.11
20140529T060800,15.10
20140529T060900,15.12
20140529T061000,15.10
20140529T061100,15.10
20140529T061200,15.10
20140529T061300,15.12
20140529T061400,15.11
20140529T061500,15.13
20140529T061600,15.12
20140529T061700,15.14
20140529T061800,15.16
20140529T061900,15.16
20140529T062000,15.17
20140529T062100,15.18
20140529T062200,15.18
20140529T062300,15.19
20140529T062400,15.21
20140529T062500,15.20
20140529T062600,15.19
20140529T062700,15.17
20140529T062800,15.17
20140529T062900,15.18
20140529T063000,15.17
20140529T063100,15.15
20140529T063200,15.14
20140529T063300,15.12
20140529T063400,15.13
20140529T063500,15.13
20140529T063600,15.10
20140529T063700,15.13
20140529T063800,15.15
20140529T063900,15.14
20140529T064000,15.12
20140529T064100,15.10
20140529T064200,15.08
20140529T064300,15.08
20140529T064400,15.06
20140529T064500,15.08
20140529T064600,15.08
20140529T064700,15.06
20140529T064800,15.06
20140529T064900,15.07
20140529T065000,15.08
20140529T065100,15.06
20140529T065200,15.04
20140529T065300,15.03
20140529T065400,15.05
20140529T065500,15.04
20140529T065600,15.03
20140529T065700,15.01
20140529T065800,14.99
20140529T065900,14.98
20140529T070000,14.98
20140529T070100,14.99
20140529T070200,14.99
20140529T070300,14.97
20140529T070400,14.95
20140529T070500,14.93
20140529T070600,14.94
20140529T070700,14.96
20140529T070800,14.99
20140529T070900,14.98
20140529T071000,14.96
20140529T071100,14.98
20140529T071200,14.98
20140529T071300,14.96
20140529T071400,14.97
20140529T071500,14.99
20140529T071600,15.01
20140529T071700,14.99
20140529T071800,15.00
20140529T071900,15.00
20140529T072000,15.02
20140529T072100,15.00
20140529T072200,14.99
20140529T072300,14.98
20140529T072400,14.96
20140529T072500,14.97
20140529T072600,14.97
20140529T072700,14.94
20140529T072800,14.96
20140529T072900,14.96
20140529T073000,14.95
20140529T073100,14.93
20140529T073200,14.93
20140529T073300,14.94
20140529T073400,14.93
20140529T073500,14.92
20140529T073600,14.92
20140529T073700,14.89
20140529T073800,14.87
20140529T073900,14.87
20140529T074000,14.88
20140529T074100,14.90
20140529T074200,14.92
20140529T074300,14.91
20140529T074400,14.91
20140529T074500,14.92
20140529T074600,14.92
20140529T074700,14.92
20140529T074800,14.92
20140529T074900,14.90
20140529T075000,14.90
20140529T075100,14.90
20140529T075200,14.88
20140529T075300,14.87
20140529T075400,14.88
20140529T075500,14.88
20140529T075600,14.90
20140529T075700,14.90
20140529T075800,14.88
20140529T075900,14.87
20140529T080000,14.86
20140529T080100,14.84
20140529T080200,14.82
20140529T080300,14.81
20140529T080400,14.82
20140529T080500,14.81
20140529T080600,14.79
20140529T080700,14.79
20140529T080800,14.79
20140529T080900,14.80
20140529T081000,14.82
20140529T081100,14.84
20140529T081200,14.83
20140529T081300,14.84
20140529T081400,14.82
20140529T081500,14.81
20140529T081600,14.82
20140529T081700,14.82
20140529T081800,14.81
20140529T081900,14.81
20140529T082000,14.82
20140529T082100,14.84
20140529T082200,14.84
20140529T082300,14.84
20140529T082400,14.85
20140529T082500,14.84
20140529T082600,14.83
20140529T082700,14.85
20140529T082800,14.86
20140529T082900,14.86
20140529T083000,14.84
20140529T083100,14.83
20140529T083200,14.85
20140529T083300,14.86
20140529T083400,14.86
20140529T083500,14.85
20140529T083600,14.85
20140529T083700,14.87
20140529T083800,14.87
20140529T083900,14.89
20140529T084000,14.90
20140529T084100,14.92
20140529T084200,14.93
20140529T084300,14.93
20140529T084400,14.95
20140529T084500,14.96
20140529T084600,14.95
20140529T084700,14.92
20140529T084800,14.91
20140529T084900,14.93
20140529T085000,14.91
20140529T085100,14.93
20140529T085200,14.92
20140529T085300,14.92
20140529T085400,14.91
20140529T085500,14.90
20140529T085600,14.89
20140529T085700,14.89
20140529T085800,14.88
20140529T085900,14.86
20140529T090000,14.84
20140529T090100,14.82
20140529T090200,14.83
20140529T090300,14.83
20140529T090400,14.81
20140529T090500,14.81
20140529T090600,14.83
20140529T090700,14.85
20140529T090800,14.84
20140529T090900,14.81
20140529T091000,14.80
20140529T091100,14.81
20140529T091200,14.80
20140529T091300,14.79
20140529T091400,14.81
20140529T091500,14.80
20140529T091600,14.79
20140529T091700,14.79
20140529T091800,14.80
20140529T091900,14.79
20140529T092000,14.77
20140529T092100,14.78
20140529T092200,14.79
20140529T092300,14.78
20140529T092400,14.77
20140529T092500,14.76
20140529T092600,14.77
20140529T092700,14.79
20140529T092800,14.81
20140529T092900,14.80
20140529T093000,14.83
20140529T093100,14.82
20140529T093200,14.81
20140529T093300,14.81
20140529T093400,14.81
20140529T093500,14.78
20140529T093600,14.78
20140529T093700,14.79
20140529T093800,14.81
20140529T093900,14.79
20140529T094000,14.77
20140529T094100,14.77
20140529T094200,14.79
20140529T094300,14.78
20140529T094400,14.76
20140529T094500,14.77
20140529T094600,14.78
20140529T094700,14.79
20140529T094800,14.78
20140529T094900,14.77
20140529T095000,14.76
20140529T095100,14.75
20140529T095200,14.74
20140529T095300,14.73
20140529T095400,14.74
20140529T095500,14.76
20140529T095600,14.75
20140529T095700,14.73
20140529T095800,14.73
20140529T095900,14.75
20140529T100000,14.74
20140529T100100,14.76
20140529T100200,14.76
20140529T100300,14.77
20140529T100400,14.77
20140529T100500,14.75
20140529T100600,14.75
20140529T100700,14.77
20140529T100800,14.76
20140529T100900,14.76
20140529T101000,14.75
20140529T101100,14.74
20140529T101200,14.76
20140529T101300,14.77
20140529T101400,14.78
20140529T101500,14.80
20140529T101600,14.80
20140529T101700,14.78
20140529T101800,14.77
20140529T101900,14.77
20140529T102000,14.76
20140529T102100,14.74
20140529T102200,14.74
20140529T102300,14.72
20140529T102400,14.73
20140529T102500,14.73
20140529T102600,14.71
20140529T102700,14.71
20140529T102800,14.70
20140529T102900,14.71
20140529T103000,14.68
20140529T103100,14.68
20140529T103200,14.67
20140529T103300,14.67
20140529T103400,14.64
20140529T103500,14.66
20140529T103600,14.65
20140529T103700,14.64
20140529T103800,14.62
20140529T103900,14.61
20140529T104000,14.61
20140529T104100,14.63
20140529T104200,14.62
20140529T104300,14.62
20140529T104400,14.60
20140529T104500,14.59
20140529T104600,14.61
20140529T104700,14.61
20140529T104800,14.61
